Gene,Species,value
26060at155619,T. abietinum,0.020310204
26060at155619,T. fuscoviolaceum,0.014039634
26133at155619,T. abietinum,0.015845237
26133at155619,T. fuscoviolaceum,0.009222929
26193at155619,T. fuscoviolaceum,0.014873447
26193at155619,T. abietinum,0.014289564
26200at155619,T. fuscoviolaceum,0.013521284
26200at155619,T. abietinum,0.013641903
26343at155619,T. abietinum,0.016815649
26343at155619,T. fuscoviolaceum,0.019830806
26356at155619,T. abietinum,0.02058489
26356at155619,T. fuscoviolaceum,0.012111737
26418at155619,T. fuscoviolaceum,0.008689622
26418at155619,T. abietinum,0.016247669
26421at155619,T. fuscoviolaceum,0.007199837
26421at155619,T. abietinum,0.010969521
26433at155619,T. abietinum,0.012854878
26433at155619,T. fuscoviolaceum,0.019458175
26434at155619,T. abietinum,0.018778455
26434at155619,T. fuscoviolaceum,0.014145777
26508at155619,T. fuscoviolaceum,0.023592576
26508at155619,T. abietinum,0.024472282
26520at155619,T. fuscoviolaceum,0.015742261
26520at155619,T. abietinum,0.011147763
26587at155619,T. abietinum,0.015591934
26587at155619,T. fuscoviolaceum,0.01308133
26642at155619,T. abietinum,0.026631605
26642at155619,T. fuscoviolaceum,0.005896419
26817at155619,T. abietinum,0.015565098
26817at155619,T. fuscoviolaceum,0.018978045
26857at155619,T. fuscoviolaceum,0.007251154
26857at155619,T. abietinum,0.014704803
26864at155619,T. fuscoviolaceum,0.013365496
26864at155619,T. abietinum,0.029774682
26869at155619,T. abietinum,0.0253094
26869at155619,T. fuscoviolaceum,0.015056057
26953at155619,T. abietinum,0.014929725
26953at155619,T. fuscoviolaceum,0.00941227
269at155619,T. fuscoviolaceum,0.017218194
269at155619,T. abietinum,0.015704819
27086at155619,T. fuscoviolaceum,0.018161775
27086at155619,T. abietinum,0.014511879
27157at155619,T. abietinum,0.015059537
27157at155619,T. fuscoviolaceum,0.003964186
27179at155619,T. abietinum,0.026219823
27179at155619,T. fuscoviolaceum,0.011178571
27207at155619,T. fuscoviolaceum,0.004357724
27207at155619,T. abietinum,0.024603016
2721at155619,T. fuscoviolaceum,0.008036003
2721at155619,T. abietinum,0.018137791
27255at155619,T. abietinum,0.014832
27255at155619,T. fuscoviolaceum,0.015282951
2726at155619,T. abietinum,0.017446672
2726at155619,T. fuscoviolaceum,0.014980634
27292at155619,T. abietinum,0.018059211
27292at155619,T. fuscoviolaceum,0.014208513
27296at155619,T. fuscoviolaceum,0.056943815
27296at155619,T. abietinum,0.042551351
27377at155619,T. fuscoviolaceum,0.006933931
27377at155619,T. abietinum,0.018037919
27455at155619,T. fuscoviolaceum,0.014284336
27455at155619,T. abietinum,0.016032884
27528at155619,T. abietinum,0.013454277
27528at155619,T. fuscoviolaceum,0.006654933
27636at155619,T. fuscoviolaceum,0.009371824
27636at155619,T. abietinum,0.021880455
27748at155619,T. fuscoviolaceum,0.019365653
27748at155619,T. abietinum,0.014726181
27831at155619,T. fuscoviolaceum,0.012986974
27831at155619,T. abietinum,0.024938485
27834at155619,T. abietinum,0.02147096
27834at155619,T. fuscoviolaceum,0.000867664
2790at155619,T. fuscoviolaceum,0.004312107
2790at155619,T. abietinum,0.021120987
27942at155619,T. fuscoviolaceum,0.008906014
27942at155619,T. abietinum,0.017659228
27973at155619,T. fuscoviolaceum,0.003613063
27973at155619,T. abietinum,0.0102442
27988at155619,T. abietinum,0.014114254
27988at155619,T. fuscoviolaceum,0.009047994
28001at155619,T. fuscoviolaceum,0.003702314
28001at155619,T. abietinum,0.015469787
28006at155619,T. fuscoviolaceum,0.02674593
28006at155619,T. abietinum,0.022591246
28157at155619,T. fuscoviolaceum,0.004193741
28157at155619,T. abietinum,0.009084299
28285at155619,T. abietinum,0.017121731
28285at155619,T. fuscoviolaceum,0.009985983
28295at155619,T. fuscoviolaceum,0.019681325
28295at155619,T. abietinum,0.014759279
28302at155619,T. fuscoviolaceum,0.006357304
28302at155619,T. abietinum,0.020746384
28314at155619,T. fuscoviolaceum,0.00980203
28314at155619,T. abietinum,0.013912223
2832at155619,T. fuscoviolaceum,0.005186431
2832at155619,T. abietinum,0.008481769
28338at155619,T. fuscoviolaceum,0.011666213
28338at155619,T. abietinum,0.012932173
28387at155619,T. fuscoviolaceum,0.002075634
28387at155619,T. abietinum,0.017274458
28417at155619,T. fuscoviolaceum,0.023468408
28417at155619,T. abietinum,0.01814225
28424at155619,T. fuscoviolaceum,0.007119314
28424at155619,T. abietinum,0.012560958
28476at155619,T. abietinum,0.017365943
28476at155619,T. fuscoviolaceum,0.028388278
28492at155619,T. fuscoviolaceum,0.020545194
28492at155619,T. abietinum,0.023194767
28496at155619,T. fuscoviolaceum,0.011676589
28496at155619,T. abietinum,0.013416008
28533at155619,T. fuscoviolaceum,0.021150437
28533at155619,T. abietinum,0.013069275
28627at155619,T. abietinum,0.016705317
28627at155619,T. fuscoviolaceum,0.012404726
28757at155619,T. fuscoviolaceum,0.012560749
28757at155619,T. abietinum,0.028206489
2878at155619,T. fuscoviolaceum,0.005526545
2878at155619,T. abietinum,0.020239567
28811at155619,T. fuscoviolaceum,0.003945616
28811at155619,T. abietinum,0.015383074
28859at155619,T. fuscoviolaceum,0.025924885
28859at155619,T. abietinum,0.021887343
29014at155619,T. fuscoviolaceum,0.010377468
29014at155619,T. abietinum,0.022271086
29103at155619,T. fuscoviolaceum,0.005631775
29103at155619,T. abietinum,0.018094638
29153at155619,T. fuscoviolaceum,0.003865067
29153at155619,T. abietinum,0.018734594
29157at155619,T. fuscoviolaceum,0.01129801
29157at155619,T. abietinum,0.02196847
29242at155619,T. abietinum,0.014168429
29242at155619,T. fuscoviolaceum,0.001277226
29269at155619,T. fuscoviolaceum,0.017143942
29269at155619,T. abietinum,0.017208839
29309at155619,T. fuscoviolaceum,0.010442475
29309at155619,T. abietinum,0.014507957
29326at155619,T. fuscoviolaceum,0.00662551
29326at155619,T. abietinum,0.008029973
2939at155619,T. abietinum,0.011722307
2939at155619,T. fuscoviolaceum,0.012864053
29427at155619,T. fuscoviolaceum,0.006466792
29427at155619,T. abietinum,0.016492291
29435at155619,T. abietinum,0.012401288
29435at155619,T. fuscoviolaceum,0.028595839
29504at155619,T. abietinum,0.012905015
29504at155619,T. fuscoviolaceum,0.010113821
29537at155619,T. abietinum,0.0201482
29537at155619,T. fuscoviolaceum,0.012058562
29568at155619,T. fuscoviolaceum,0.008921224
29568at155619,T. abietinum,0.018995363
29577at155619,T. abietinum,0.013593905
29577at155619,T. fuscoviolaceum,0.004921202
29588at155619,T. abietinum,0.021866453
29588at155619,T. fuscoviolaceum,0.034196979
29601at155619,T. abietinum,0.014914817
29601at155619,T. fuscoviolaceum,0.012025861
29616at155619,T. fuscoviolaceum,0.015101759
29616at155619,T. abietinum,0.00994232
29621at155619,T. abietinum,0.017807898
29621at155619,T. fuscoviolaceum,0.007887909
29637at155619,T. fuscoviolaceum,0.017502875
29637at155619,T. abietinum,0.018728239
29713at155619,T. fuscoviolaceum,0.012178454
29713at155619,T. abietinum,0.023169819
29729at155619,T. fuscoviolaceum,0.008461789
29729at155619,T. abietinum,0.017478331
29735at155619,T. abietinum,0.013889966
29735at155619,T. fuscoviolaceum,0.020608564
29797at155619,T. fuscoviolaceum,0.003550409
29797at155619,T. abietinum,0.010954901
29830at155619,T. fuscoviolaceum,0.00454836
29830at155619,T. abietinum,0.016822246
29840at155619,T. fuscoviolaceum,0.016345104
29840at155619,T. abietinum,0.012576807
29859at155619,T. fuscoviolaceum,0.005232816
29859at155619,T. abietinum,0.015741291
29865at155619,T. fuscoviolaceum,0.007322965
29865at155619,T. abietinum,0.021078859
2990at155619,T. fuscoviolaceum,0.018939702
2990at155619,T. abietinum,0.013493071
29925at155619,T. fuscoviolaceum,0.013128782
29925at155619,T. abietinum,0.014782419
29932at155619,T. fuscoviolaceum,0.004587945
29932at155619,T. abietinum,0.012141994
29953at155619,T. abietinum,0.014479411
29953at155619,T. fuscoviolaceum,0.006866623
29959at155619,T. fuscoviolaceum,0.005504837
29959at155619,T. abietinum,0.022776311
29986at155619,T. fuscoviolaceum,0.003753256
29986at155619,T. abietinum,0.01795906
30023at155619,T. fuscoviolaceum,0.001711468
30023at155619,T. abietinum,0.023885305
30175at155619,T. abietinum,0.014574892
30175at155619,T. fuscoviolaceum,0.017766809
30297at155619,T. fuscoviolaceum,0.026113468
30297at155619,T. abietinum,0.023346242
30320at155619,T. fuscoviolaceum,0.005006418
30320at155619,T. abietinum,0.00850004
3035at155619,T. fuscoviolaceum,0.020647681
3035at155619,T. abietinum,0.017728058
30382at155619,T. fuscoviolaceum,0.026095855
30382at155619,T. abietinum,0.034814369
30395at155619,T. fuscoviolaceum,0.021019648
30395at155619,T. abietinum,0.012866286
30499at155619,T. fuscoviolaceum,0.01257622
30499at155619,T. abietinum,0.015492987
30558at155619,T. fuscoviolaceum,0.009686324
30558at155619,T. abietinum,0.01689716
3061at155619,T. fuscoviolaceum,0.017568045
3061at155619,T. abietinum,0.014110783
30624at155619,T. abietinum,0.017552042
30624at155619,T. fuscoviolaceum,0.01145465
30657at155619,T. fuscoviolaceum,0.002949806
30657at155619,T. abietinum,0.019868549
30660at155619,T. fuscoviolaceum,0.014899444
30660at155619,T. abietinum,0.016805952
30678at155619,T. fuscoviolaceum,0.005940059
30678at155619,T. abietinum,0.023105312
30690at155619,T. abietinum,0.014218013
30690at155619,T. fuscoviolaceum,0.016108089
30694at155619,T. fuscoviolaceum,0.015467737
30694at155619,T. abietinum,0.023702207
3075at155619,T. fuscoviolaceum,0.005924863
3075at155619,T. abietinum,0.017275162
307at155619,T. abietinum,0.019020266
307at155619,T. fuscoviolaceum,0.004662652
30830at155619,T. abietinum,0.014384862
30830at155619,T. fuscoviolaceum,0.014699672
30873at155619,T. fuscoviolaceum,0.020739143
30873at155619,T. abietinum,0.021491543
30917at155619,T. fuscoviolaceum,0.005932203
30917at155619,T. abietinum,0.016603479
30934at155619,T. abietinum,0.016413527
30934at155619,T. fuscoviolaceum,0.01106042
30942at155619,T. abietinum,0.016685224
30942at155619,T. fuscoviolaceum,0.009089155
31020at155619,T. fuscoviolaceum,0.007135845
31020at155619,T. abietinum,0.018600087
31022at155619,T. fuscoviolaceum,0.004618195
31022at155619,T. abietinum,0.019648284
31025at155619,T. abietinum,0.018165229
31025at155619,T. fuscoviolaceum,0.013479305
31106at155619,T. abietinum,0.021638443
31106at155619,T. fuscoviolaceum,0.00824056
31123at155619,T. abietinum,0.015531558
31123at155619,T. fuscoviolaceum,0.011645792
31128at155619,T. abietinum,0.012637152
31128at155619,T. fuscoviolaceum,0.007727473
31152at155619,T. fuscoviolaceum,0.015086749
31152at155619,T. abietinum,0.014734863
31224at155619,T. abietinum,0.007099181
31224at155619,T. fuscoviolaceum,0.007332648
31236at155619,T. abietinum,0.017225473
31236at155619,T. fuscoviolaceum,0.025428322
31365at155619,T. abietinum,0.021658076
31365at155619,T. fuscoviolaceum,0.013027891
31488at155619,T. fuscoviolaceum,0.005240091
31488at155619,T. abietinum,0.009655775
31509at155619,T. abietinum,0.012625959
31509at155619,T. fuscoviolaceum,0.011911434
31601at155619,T. abietinum,0.019569705
31601at155619,T. fuscoviolaceum,0.014537653
3165at155619,T. abietinum,0.01539666
3165at155619,T. fuscoviolaceum,0.002527582
31726at155619,T. fuscoviolaceum,0.025358406
31726at155619,T. abietinum,0.017444413
31832at155619,T. abietinum,0.021965837
31832at155619,T. fuscoviolaceum,0.004638522
31859at155619,T. abietinum,0.015214183
31859at155619,T. fuscoviolaceum,0.010370852
31957at155619,T. abietinum,0.03115015
31957at155619,T. fuscoviolaceum,0.012618486
31988at155619,T. abietinum,0.02060543
31988at155619,T. fuscoviolaceum,0.014805564
32080at155619,T. fuscoviolaceum,0.018694515
32080at155619,T. abietinum,0.019378591
32132at155619,T. abietinum,0.021965217
32132at155619,T. fuscoviolaceum,0.01620177
32135at155619,T. abietinum,0.02208371
32135at155619,T. fuscoviolaceum,0.014405934
32142at155619,T. abietinum,0.014918327
32142at155619,T. fuscoviolaceum,0.017418781
32159at155619,T. fuscoviolaceum,0.007932636
32159at155619,T. abietinum,0.011594707
32268at155619,T. abietinum,0.026211087
32268at155619,T. fuscoviolaceum,0.034141774
32382at155619,T. abietinum,0.016524352
32382at155619,T. fuscoviolaceum,0.023503019
32394at155619,T. abietinum,0.015450435
32394at155619,T. fuscoviolaceum,0.008878505
32506at155619,T. fuscoviolaceum,0.019613295
32506at155619,T. abietinum,0.01384488
32530at155619,T. abietinum,0.015855866
32530at155619,T. fuscoviolaceum,0.009080468
3256at155619,T. abietinum,0.02635399
3256at155619,T. fuscoviolaceum,0.014058146
32599at155619,T. abietinum,0.01195633
32599at155619,T. fuscoviolaceum,0.003266172
32675at155619,T. abietinum,0.012538958
32675at155619,T. fuscoviolaceum,0.005462789
32692at155619,T. fuscoviolaceum,0.006732834
32692at155619,T. abietinum,0.009747167
32709at155619,T. fuscoviolaceum,0.02025288
32709at155619,T. abietinum,0.022910354
32712at155619,T. abietinum,0.018408011
32712at155619,T. fuscoviolaceum,0.017635168
32733at155619,T. abietinum,0.016783102
32733at155619,T. fuscoviolaceum,0.012092922
32754at155619,T. fuscoviolaceum,0.002234093
32754at155619,T. abietinum,0.014303329
32763at155619,T. fuscoviolaceum,0.015099151
32763at155619,T. abietinum,0.012605642
32766at155619,T. abietinum,0.019927875
32766at155619,T. fuscoviolaceum,0.012791849
32785at155619,T. abietinum,0.011233734
32785at155619,T. fuscoviolaceum,0.010046185
32812at155619,T. fuscoviolaceum,0.013921622
32812at155619,T. abietinum,0.024417669
32823at155619,T. fuscoviolaceum,0.007842265
32823at155619,T. abietinum,0.01460935
32871at155619,T. abietinum,0.013294714
32871at155619,T. fuscoviolaceum,0.008808708
32876at155619,T. fuscoviolaceum,0.014632549
32876at155619,T. abietinum,0.016671111
32880at155619,T. fuscoviolaceum,0.009352262
32880at155619,T. abietinum,0.016528623
32886at155619,T. fuscoviolaceum,0.014032309
32886at155619,T. abietinum,0.013017085
32888at155619,T. abietinum,0.013285533
32888at155619,T. fuscoviolaceum,0.006735321
32898at155619,T. fuscoviolaceum,0.015258732
32898at155619,T. abietinum,0.013485133
32927at155619,T. fuscoviolaceum,0.014478049
32927at155619,T. abietinum,0.040497056
32937at155619,T. fuscoviolaceum,0.009666756
32937at155619,T. abietinum,0.019739649
32941at155619,T. fuscoviolaceum,0.004119016
32941at155619,T. abietinum,0.01231001
32942at155619,T. fuscoviolaceum,0.003480245
32942at155619,T. abietinum,0.014303451
32965at155619,T. fuscoviolaceum,0.011620143
32965at155619,T. abietinum,0.019633657
32984at155619,T. fuscoviolaceum,0.010753268
32984at155619,T. abietinum,0.018853964
32987at155619,T. fuscoviolaceum,0.007717056
32987at155619,T. abietinum,0.018012371
32999at155619,T. abietinum,0.022018979
32999at155619,T. fuscoviolaceum,0.008347851
33109at155619,T. fuscoviolaceum,0.016976543
33109at155619,T. abietinum,0.018957176
33116at155619,T. fuscoviolaceum,0.009149023
33116at155619,T. abietinum,0.016807869
33133at155619,T. fuscoviolaceum,0.003148414
33133at155619,T. abietinum,0.025335354
33207at155619,T. abietinum,0.022519306
33207at155619,T. fuscoviolaceum,0.013734756
33213at155619,T. fuscoviolaceum,0.020356646
33213at155619,T. abietinum,0.015130298
33318at155619,T. fuscoviolaceum,0.007658479
33318at155619,T. abietinum,0.012918254
33418at155619,T. fuscoviolaceum,0.011382114
33418at155619,T. abietinum,0.018155108
33422at155619,T. fuscoviolaceum,0.003464347
33422at155619,T. abietinum,0.018292534
33477at155619,T. fuscoviolaceum,0.007092026
33477at155619,T. abietinum,0.00877351
33505at155619,T. fuscoviolaceum,0.005311653
33505at155619,T. abietinum,0.02016056
3377at155619,T. fuscoviolaceum,0.003065094
3377at155619,T. abietinum,0.009169733
33819at155619,T. fuscoviolaceum,0.007859079
33819at155619,T. abietinum,0.015325529
33853at155619,T. abietinum,0.023045392
33853at155619,T. fuscoviolaceum,0.016276156
33859at155619,T. fuscoviolaceum,0.016719182
33859at155619,T. abietinum,0.021020052
3385at155619,T. fuscoviolaceum,0.006407327
3385at155619,T. abietinum,0.013076509
33864at155619,T. fuscoviolaceum,0.014000938
33864at155619,T. abietinum,0.019238144
33877at155619,T. abietinum,0.019127655
33877at155619,T. fuscoviolaceum,0.024533716
33889at155619,T. fuscoviolaceum,0.012604706
33889at155619,T. abietinum,0.020401038
33906at155619,T. abietinum,0.020806485
33906at155619,T. fuscoviolaceum,0.017286163
33917at155619,T. abietinum,0.018170638
33917at155619,T. fuscoviolaceum,0.008604588
3393at155619,T. abietinum,0.01711265
3393at155619,T. fuscoviolaceum,0.014843955
33947at155619,T. fuscoviolaceum,0.006904379
33947at155619,T. abietinum,0.018920931
34015at155619,T. abietinum,0.017166622
34015at155619,T. fuscoviolaceum,0.00448706
34030at155619,T. abietinum,0.007899804
34030at155619,T. fuscoviolaceum,0.007704959
34051at155619,T. abietinum,0.02023889
34051at155619,T. fuscoviolaceum,0.007301287
34134at155619,T. fuscoviolaceum,0.008747184
34134at155619,T. abietinum,0.013088639
34155at155619,T. abietinum,0.017270629
34155at155619,T. fuscoviolaceum,0.012429991
34173at155619,T. fuscoviolaceum,0.020538322
34173at155619,T. abietinum,0.020168937
34204at155619,T. fuscoviolaceum,0.003835822
34204at155619,T. abietinum,0.008995583
34253at155619,T. fuscoviolaceum,0.009025339
34253at155619,T. abietinum,0.018179092
34264at155619,T. abietinum,0.022562776
34264at155619,T. fuscoviolaceum,0.00350785
34342at155619,T. fuscoviolaceum,0.010482982
34342at155619,T. abietinum,0.01044881
34351at155619,T. fuscoviolaceum,0.012708275
34351at155619,T. abietinum,0.021254376
34371at155619,T. fuscoviolaceum,0.005238007
34371at155619,T. abietinum,0.012646469
34399at155619,T. fuscoviolaceum,0.007016063
34399at155619,T. abietinum,0.007732543
34400at155619,T. fuscoviolaceum,0.004991054
34400at155619,T. abietinum,0.009272046
34444at155619,T. fuscoviolaceum,0.007656167
34444at155619,T. abietinum,0.015813047
34526at155619,T. fuscoviolaceum,0.006665133
34526at155619,T. abietinum,0.022704349
34561at155619,T. fuscoviolaceum,0.005602086
34561at155619,T. abietinum,0.01421039
3456at155619,T. abietinum,0.014888801
3456at155619,T. fuscoviolaceum,0.012084047
34570at155619,T. fuscoviolaceum,0.021250226
34570at155619,T. abietinum,0.019970145
34607at155619,T. fuscoviolaceum,0.016751695
34607at155619,T. abietinum,0.01469978
34643at155619,T. fuscoviolaceum,0.006331338
34643at155619,T. abietinum,0.024821987
34662at155619,T. abietinum,0.015069528
34662at155619,T. fuscoviolaceum,0.017855416
34688at155619,T. fuscoviolaceum,0.017912047
34688at155619,T. abietinum,0.020046706
34784at155619,T. fuscoviolaceum,0.009085812
34784at155619,T. abietinum,0.019708239
34812at155619,T. fuscoviolaceum,0.009491673
34812at155619,T. abietinum,0.011729466
34819at155619,T. fuscoviolaceum,0.007846899
34819at155619,T. abietinum,0.024775639
34826at155619,T. fuscoviolaceum,0.013809138
34826at155619,T. abietinum,0.017112434
34836at155619,T. fuscoviolaceum,0.015647897
34836at155619,T. abietinum,0.013143214
34987at155619,T. fuscoviolaceum,0.009819244
34987at155619,T. abietinum,0.017619105
35055at155619,T. fuscoviolaceum,0.007887512
35055at155619,T. abietinum,0.014895899
35081at155619,T. abietinum,0.011189671
35081at155619,T. fuscoviolaceum,0.005384513
35088at155619,T. fuscoviolaceum,0.002601626
35088at155619,T. abietinum,0.013041984
35117at155619,T. fuscoviolaceum,0.012471001
35117at155619,T. abietinum,0.017660276
35127at155619,T. fuscoviolaceum,0.00533467
35127at155619,T. abietinum,0.027975826
35162at155619,T. abietinum,0.013704515
35162at155619,T. fuscoviolaceum,0.010096503
35193at155619,T. fuscoviolaceum,0.020240262
35193at155619,T. abietinum,0.012447548
35253at155619,T. fuscoviolaceum,0.009917201
35253at155619,T. abietinum,0.018772802
35349at155619,T. abietinum,0.021095623
35349at155619,T. fuscoviolaceum,0.003030532
35361at155619,T. abietinum,0.032011654
35361at155619,T. fuscoviolaceum,0.011727364
35381at155619,T. fuscoviolaceum,0.00482652
35381at155619,T. abietinum,0.019447089
35464at155619,T. fuscoviolaceum,0.006051103
35464at155619,T. abietinum,0.015670846
35479at155619,T. abietinum,0.017517607
35479at155619,T. fuscoviolaceum,0.008255728
35539at155619,T. abietinum,0.016006656
35539at155619,T. fuscoviolaceum,0.015470927
35573at155619,T. fuscoviolaceum,0.009122807
35573at155619,T. abietinum,0.01363644
35579at155619,T. fuscoviolaceum,0.00458133
35579at155619,T. abietinum,0.014994146
3559at155619,T. abietinum,0.013521823
3559at155619,T. fuscoviolaceum,0.006629747
35618at155619,T. abietinum,0.017416438
35618at155619,T. fuscoviolaceum,0.011863334
35642at155619,T. abietinum,0.015348743
35642at155619,T. fuscoviolaceum,0.01045935
35646at155619,T. abietinum,0.017955235
35646at155619,T. fuscoviolaceum,0.022764228
3564at155619,T. fuscoviolaceum,0.00828494
3564at155619,T. abietinum,0.012945236
3565at155619,T. abietinum,0.013661022
3565at155619,T. fuscoviolaceum,0.0053824
35668at155619,T. abietinum,0.020652807
35668at155619,T. fuscoviolaceum,0.007661168
35696at155619,T. abietinum,0.014824308
35696at155619,T. fuscoviolaceum,0.016472795
35715at155619,T. fuscoviolaceum,0.018650528
35715at155619,T. abietinum,0.025927195
35717at155619,T. abietinum,0.010789669
35717at155619,T. fuscoviolaceum,0.006974754
35719at155619,T. abietinum,0.019959721
35719at155619,T. fuscoviolaceum,0.012900752
3579at155619,T. abietinum,0.011597018
3579at155619,T. fuscoviolaceum,0.006090582
35825at155619,T. fuscoviolaceum,0.008853716
35825at155619,T. abietinum,0.01994301
35887at155619,T. abietinum,0.013084872
35887at155619,T. fuscoviolaceum,0.008850975
35889at155619,T. abietinum,0.011786254
35889at155619,T. fuscoviolaceum,0.01689643
35949at155619,T. abietinum,0.016168013
35949at155619,T. fuscoviolaceum,0.008120682
36025at155619,T. abietinum,0.013191579
36025at155619,T. fuscoviolaceum,0.013810298
36034at155619,T. fuscoviolaceum,0.009343868
36034at155619,T. abietinum,0.012530488
36071at155619,T. abietinum,0.009909683
36071at155619,T. fuscoviolaceum,0.006554635
3609at155619,T. abietinum,0.023958262
3609at155619,T. fuscoviolaceum,0.01296731
36145at155619,T. abietinum,0.016751336
36145at155619,T. fuscoviolaceum,0.002115669
36161at155619,T. fuscoviolaceum,0.011881744
36161at155619,T. abietinum,0.014631751
36178at155619,T. abietinum,0.015194437
36178at155619,T. fuscoviolaceum,0.01791354
36209at155619,T. abietinum,0.028677536
36209at155619,T. fuscoviolaceum,0.020315135
36266at155619,T. abietinum,0.016893819
36266at155619,T. fuscoviolaceum,0.030550446
36269at155619,T. fuscoviolaceum,0.01049187
36269at155619,T. abietinum,0.004941112
36276at155619,T. abietinum,0.026085642
36276at155619,T. fuscoviolaceum,0.009668826
36292at155619,T. abietinum,0.013635899
36292at155619,T. fuscoviolaceum,0.002517703
3631at155619,T. abietinum,0.013305594
3631at155619,T. fuscoviolaceum,0.016720437
36432at155619,T. abietinum,0.017392868
36432at155619,T. fuscoviolaceum,0.016617003
36446at155619,T. fuscoviolaceum,0.018734365
36446at155619,T. abietinum,0.01583492
36463at155619,T. fuscoviolaceum,0.00836773
36463at155619,T. abietinum,0.014779055
36547at155619,T. abietinum,0.018368058
36547at155619,T. fuscoviolaceum,0.009649751
36559at155619,T. abietinum,0.01330714
36559at155619,T. fuscoviolaceum,0.013535872
3656at155619,T. fuscoviolaceum,0.009080159
3656at155619,T. abietinum,0.015215074
36575at155619,T. fuscoviolaceum,0.017827016
36575at155619,T. abietinum,0.014163226
36713at155619,T. abietinum,0.013367607
36713at155619,T. fuscoviolaceum,0.012494159
36724at155619,T. abietinum,0.015500226
36724at155619,T. fuscoviolaceum,0.0134102
36817at155619,T. fuscoviolaceum,0.011026958
36817at155619,T. abietinum,0.012419709
3682at155619,T. fuscoviolaceum,0.008058166
3682at155619,T. abietinum,0.013794964
36857at155619,T. abietinum,0.022396363
36857at155619,T. fuscoviolaceum,0.012274338
36883at155619,T. fuscoviolaceum,0.007701519
36883at155619,T. abietinum,0.020689466
36937at155619,T. fuscoviolaceum,0.014101734
36937at155619,T. abietinum,0.025768016
3697at155619,T. fuscoviolaceum,0.011557874
3697at155619,T. abietinum,0.018042167
3716at155619,T. abietinum,0.009544743
3716at155619,T. fuscoviolaceum,0.006312832
37173at155619,T. fuscoviolaceum,0.002807075
37173at155619,T. abietinum,0.011973414
37233at155619,T. fuscoviolaceum,0.022333959
37233at155619,T. abietinum,0.018599766
37275at155619,T. fuscoviolaceum,0.008700464
37275at155619,T. abietinum,0.014522846
37309at155619,T. fuscoviolaceum,0.021782283
37309at155619,T. abietinum,0.025473944
37328at155619,T. fuscoviolaceum,0.025687853
37328at155619,T. abietinum,0.017202209
37361at155619,T. fuscoviolaceum,0.006101996
37361at155619,T. abietinum,0.015618322
37394at155619,T. fuscoviolaceum,0.012088192
37394at155619,T. abietinum,0.017677833
37409at155619,T. fuscoviolaceum,0.031457569
37409at155619,T. abietinum,0.026719394
37438at155619,T. abietinum,0.008773486
37438at155619,T. fuscoviolaceum,0.016167005
37514at155619,T. fuscoviolaceum,0.01437037
37514at155619,T. abietinum,0.014785351
37559at155619,T. fuscoviolaceum,0.013294619
37559at155619,T. abietinum,0.01185615
37620at155619,T. fuscoviolaceum,0.00890631
37620at155619,T. abietinum,0.022388206
37638at155619,T. abietinum,0.009970962
37638at155619,T. fuscoviolaceum,0.004774184
37651at155619,T. fuscoviolaceum,0.004735624
37651at155619,T. abietinum,0.019664711
37696at155619,T. fuscoviolaceum,0.004687614
37696at155619,T. abietinum,0.016516675
37707at155619,T. fuscoviolaceum,0.006453924
37707at155619,T. abietinum,0.015422153
37794at155619,T. fuscoviolaceum,0.004074925
37794at155619,T. abietinum,0.024394244
37857at155619,T. fuscoviolaceum,0.008046627
37857at155619,T. abietinum,0.013711965
37865at155619,T. fuscoviolaceum,0.021402684
37865at155619,T. abietinum,0.014555843
3790at155619,T. fuscoviolaceum,0.014593846
3790at155619,T. abietinum,0.025453438
37985at155619,T. fuscoviolaceum,0.009242043
37985at155619,T. abietinum,0.017096146
3809at155619,T. abietinum,0.023174534
3809at155619,T. fuscoviolaceum,0.016562182
38159at155619,T. fuscoviolaceum,0.008752637
38159at155619,T. abietinum,0.014196001
3821at155619,T. fuscoviolaceum,0.0108408
3821at155619,T. abietinum,0.0129181
38283at155619,T. fuscoviolaceum,0.010158183
38283at155619,T. abietinum,0.016066711
38321at155619,T. abietinum,0.055813403
38321at155619,T. fuscoviolaceum,0.006254336
38343at155619,T. fuscoviolaceum,0.007178384
38343at155619,T. abietinum,0.020152125
3854at155619,T. abietinum,0.01524605
3854at155619,T. fuscoviolaceum,0.011167008
38647at155619,T. abietinum,0.020567237
38647at155619,T. fuscoviolaceum,0.001577909
38660at155619,T. abietinum,0.022808355
38660at155619,T. fuscoviolaceum,0.004235355
38699at155619,T. fuscoviolaceum,0.008134067
38699at155619,T. abietinum,0.017092993
38709at155619,T. abietinum,0.012703065
38709at155619,T. fuscoviolaceum,0.020266691
38718at155619,T. abietinum,0.021400767
38718at155619,T. fuscoviolaceum,0.029869212
38733at155619,T. abietinum,0.018456527
38733at155619,T. fuscoviolaceum,0.011964509
38767at155619,T. fuscoviolaceum,0.011873171
38767at155619,T. abietinum,0.02437251
38844at155619,T. abietinum,0.016463563
38844at155619,T. fuscoviolaceum,0.00229804
38893at155619,T. fuscoviolaceum,0.014456301
38893at155619,T. abietinum,0.011337707
38921at155619,T. fuscoviolaceum,0.003402439
38921at155619,T. abietinum,0.012088755
38991at155619,T. fuscoviolaceum,0.005773482
38991at155619,T. abietinum,0.020439874
39086at155619,T. abietinum,0.019586489
